Chemical,Plant Part,Compound_ID,SMILES,InChIKey,Molecular_Weight,LogP,HBD,HBA,Rotatable_Bonds,TPSA,Bioactivity_Label,Standard_SMILES,Mol,MolWt,LogP,TPSA,HBD,HBA,Lipinski_OK,Has_Reactive
FORMIC-ACID,Branches,CID_284,C(=O)O,BDAGIHXWWSANSR-UHFFFAOYSA-N,46.025,-0.2,1,2,0,37.3,Active,O=CO,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7B990>,46.025,-0.2992,37.3,1,1,TRUE,FALSE
GAMMA-EUDESMOL,Wood,CID_6432005,CC1=C2C[C@@H](CC[C@]2(CCC1)C)C(C)(C)O,WMOPMQRJLLIEJV-IUODEOHRSA-N,222.37,3.4,1,1,1,20.2,Active,CC1=C2C[C@H](C(C)(C)O)CC[C@@]2(C)CCC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7BA00>,222.3719999999999,4.064100000000003,20.23,1,1,TRUE,FALSE
ISOTHUJONE,Branches,CID_91456,C[C@H]1[C@H]2C[C@]2(CC1=O)C(C)C,USMNOWBWPHYOEA-XKSSXDPKSA-N,152.23,2.3,0,1,1,17.1,Active,CC(C)[C@]12CC(=O)[C@@H](C)[C@H]1C2,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7BAE0>,152.23699999999997,2.2576,17.07,0,1,TRUE,FALSE
ISOVALERIC-ACID,Branches,CID_10430,CC(C)CC(=O)O,GWYFCOCPABKNJV-UHFFFAOYSA-N,102.13,1.2,1,2,2,37.3,Active,CC(C)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7BB50>,102.13299999999998,1.1171,37.3,1,1,TRUE,FALSE
L-FENCHONE,Branches,CID_82229,C[C@@]12CC[C@@H](C1)C(C2=O)(C)C,LHXDLQBQYFFVNW-OIBJUYFYSA-N,152.23,2.3,0,1,0,17.1,Active,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7BC30>,152.237,2.401700000000001,17.07,0,1,TRUE,FALSE
LIMONENE,Branches,CID_22311,CC1=CCC(CC1)C(=C)C,XMGQYMWWDOXHJM-UHFFFAOYSA-N,136.23,3.4,0,0,1,0,Active,C=C(C)C1CC=C(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7BCA0>,136.23799999999997,3.308900000000002,0,0,0,TRUE,FALSE
OCCIDENTALOL,Wood,CID_11138655,CC1=CC=C[C@@]2([C@H]1C[C@@H](CC2)C(C)(C)O)C,AMZWKSYAMHGGSR-IPYPFGDCSA-N,220.35,3.4,1,1,1,20.2,Active,CC1=CC=C[C@@]2(C)CC[C@@H](C(C)(C)O)C[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7BDF0>,220.356,3.6960000000000024,20.23,1,1,TRUE,FALSE
OCCIDOL,Branches,CID_11020369,CC1=C2CCC(CC2=C(C=C1)C)C(C)(C)O,AFBBWQXTLZVDEE-UHFFFAOYSA-N,218.33,3.5,1,1,1,20.2,Active,Cc1ccc(C)c2c1CCC(C(C)(C)O)C2,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7BE60>,218.33999999999997,3.179240000000002,20.23,1,1,TRUE,FALSE
PINITOL,Branches,CID_164619,COC1[C@@H]([C@H](C([C@@H]([C@@H]1O)O)O)O)O,DSCFFEYYQKSRSV-FEPQRWDDSA-N,194.18,-3.2,5,6,1,110,Active,COC1[C@@H](O)[C@@H](O)C(O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7BF40>,194.18300000000002,-3.1805,110.38000000000001,5,6,TRUE,FALSE
RESIN,Branches,CID_133110026,C[C@H]1CC[C@H]2[C@H](C2(C)C)C3=C(CCC13)C,SPCXZDDGSGTVAW-GXWLMAPZSA-N,204.35,4.1,0,0,0,0,Active,CC1=C2C(CC1)[C@@H](C)CC[C@H]1[C@@H]2C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C0B0>,204.357,4.415000000000004,0,0,0,TRUE,FALSE
SABINENE,Branches,CID_18818,CC(C)C12CCC(=C)C1C2,NDVASEGYNIMXJL-UHFFFAOYSA-N,136.23,3.1,0,0,1,0,Active,C=C1CCC2(C(C)C)CC12,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C190>,136.238,2.9987000000000013,0,0,0,TRUE,FALSE
SEQUOYITOL,Branches,CID_439990,COC1[C@@H]([C@H](C([C@H]([C@@H]1O)O)O)O)O,DSCFFEYYQKSRSV-MVWKSXLKSA-N,194.18,-3.2,5,6,1,110,Active,COC1[C@@H](O)[C@H](O)C(O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C200>,194.18300000000002,-3.1805,110.38000000000001,5,6,TRUE,FALSE
TERPINEOL,Branches,CID_17100,CC1=CCC(CC1)C(C)(C)O,WUOACPNHFRMFPN-UHFFFAOYSA-N,154.25,1.8,1,1,1,20.2,Active,CC1=CCC(C(C)(C)O)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C270>,154.25299999999996,2.503700000000001,20.23,1,1,TRUE,FALSE
3-OCTANOL,Shoot,CID_11527,CCCCCC(CC)O,NMRPBPVERJPACX-UHFFFAOYSA-N,130.23,2.8,1,1,5,20.2,Active,CCCCCC(O)CC,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C350>,130.23099999999997,2.3376,20.23,1,1,TRUE,FALSE
ALPHA-PINENE,Shoot,CID_6654,CC1=CCC2CC1C2(C)C,GRWFGVWFFZKLTI-UHFFFAOYSA-N,136.23,2.8,0,0,0,0,Active,CC1=CCC2CC1C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C3C0>,136.238,2.9987000000000013,0,0,0,TRUE,FALSE
ALPHA-TERPINENE,Shoot,CID_7462,CC1=CC=C(CC1)C(C)C,YHQGMYUVUMAZJR-UHFFFAOYSA-N,136.23,2.8,0,0,1,0,Active,CC1=CC=C(C(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C430>,136.238,3.308900000000002,0,0,0,TRUE,FALSE
ALPHA-TERPINEOL,Shoot,CID_17100,CC1=CCC(CC1)C(C)(C)O,WUOACPNHFRMFPN-UHFFFAOYSA-N,154.25,1.8,1,1,1,20.2,Active,CC1=CCC(C(C)(C)O)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C4A0>,154.25299999999996,2.503700000000001,20.23,1,1,TRUE,FALSE
BETA-PINENE,Shoot,CID_14896,CC1(C2CCC(=C)C1C2)C,WTARULDDTDQWMU-UHFFFAOYSA-N,136.23,3.1,0,0,0,0,Active,C=C1CCC2CC1C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C510>,136.23799999999997,2.9987000000000013,0,0,0,TRUE,FALSE
BORNEOL,Shoot,CID_6552009,C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O,DTGKSKDOIYIVQL-WEDXCCLWSA-N,154.25,2.7,1,1,0,20.2,Active,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C580>,154.253,2.1935000000000002,20.23,1,1,TRUE,FALSE
BORNYL-ACETATE,Shoot,CID_247573,CC(=O)O[C@H]1C[C@H]2CC[C@]1(C2(C)C)C,KGEKLUUHTZCSIP-JFGNBEQYSA-N,196.29,3.3,0,2,2,26.3,Active,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C5F0>,196.29,2.7643000000000013,26.3,0,2,TRUE,FALSE
CAMPHENE,Shoot,CID_6616,CC1(C2CCC(C2)C1=C)C,CRPUJAZIXJMDBK-UHFFFAOYSA-N,136.23,3.3,0,0,0,0,Active,C=C1C2CCC(C2)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C660>,136.238,2.9987000000000013,0,0,0,TRUE,FALSE
CAMPHOR,Shoot,CID_2537,CC1(C2CCC1(C(=O)C2)C)C,DSSYKIVIOFKYAU-UHFFFAOYSA-N,152.23,2.2,0,1,0,17.1,Active,CC12CCC(CC1=O)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C6D0>,152.237,2.401700000000001,17.07,0,1,TRUE,FALSE
CARVACROL,Shoot,CID_10364,CC1=C(C=C(C=C1)C(C)C)O,RECUKUPTGUEGMW-UHFFFAOYSA-N,150.22,3.1,1,1,1,20.2,Active,Cc1ccc(C(C)C)cc1O,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C740>,150.221,2.8240200000000013,20.23,1,1,TRUE,FALSE
DIHYDROCARVONE,Shoot,CID_24473,CC1CCC(CC1=O)C(=C)C,AZOCECCLWFDTAP-UHFFFAOYSA-N,152.23,2.7,0,1,1,17.1,Active,C=C(C)C1CCC(C)C(=O)C1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C7B0>,152.23699999999997,2.567800000000001,17.07,0,1,TRUE,FALSE
GAMMA-TERPINENE,Shoot,CID_7461,CC1=CCC(=CC1)C(C)C,YKFLAYDHMOASIY-UHFFFAOYSA-N,136.23,2.8,0,0,1,0,Active,CC1=CCC(C(C)C)=CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C820>,136.23799999999997,3.308900000000002,0,0,0,TRUE,FALSE
LIMONENE,Shoot,CID_22311,CC1=CCC(CC1)C(=C)C,XMGQYMWWDOXHJM-UHFFFAOYSA-N,136.23,3.4,0,0,1,0,Active,C=C(C)C1CC=C(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C890>,136.23799999999997,3.308900000000002,0,0,0,TRUE,FALSE
LINALOL,Shoot,CID_6549,CC(=CCCC(C)(C=C)O)C,CDOSHBSSFJOMGT-UHFFFAOYSA-N,154.25,2.7,1,1,4,20.2,Active,C=CC(C)(O)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C900>,154.253,2.6698000000000013,20.23,1,1,TRUE,FALSE
LINALYL-ACETATE,Shoot,CID_8294,CC(=CCCC(C)(C=C)OC(=O)C)C,UWKAYLJWKGQEPM-UHFFFAOYSA-N,196.29,3.3,0,2,6,26.3,Active,C=CC(C)(CCC=C(C)C)OC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C970>,196.28999999999996,3.2406000000000024,26.3,0,2,TRUE,FALSE
MYRCENE,Shoot,CID_31253,CC(=CCCC(=C)C=C)C,UAHWPYUMFXYFJY-UHFFFAOYSA-N,136.23,4.3,0,0,4,0,Active,C=CC(=C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7C9E0>,136.238,3.4750000000000023,0,0,0,TRUE,FALSE
P-CYMEN-8-OL,Shoot,CID_14529,CC1=CC=C(C=C1)C(C)(C)O,XLPDVYGDNRIQFV-UHFFFAOYSA-N,150.22,2,1,1,1,20.2,Active,Cc1ccc(C(C)(C)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CA50>,150.221,2.2224200000000005,20.23,1,1,TRUE,FALSE
P-CYMENE,Shoot,CID_7463,CC1=CC=C(C=C1)C(C)C,HFPZCAJZSCWRBC-UHFFFAOYSA-N,134.22,4.1,0,0,1,0,Active,Cc1ccc(C(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CAC0>,134.222,3.1184200000000013,0,0,0,TRUE,FALSE
TERPINEN-4-OL,Shoot,CID_11230,CC1=CCC(CC1)(C(C)C)O,WRYLYDPHFGVWKC-UHFFFAOYSA-N,154.25,2.2,1,1,1,20.2,Active,CC1=CCC(O)(C(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CB30>,154.25299999999996,2.5037000000000003,20.23,1,1,TRUE,FALSE
TERPINOLENE,Shoot,CID_11463,CC1=CCC(=C(C)C)CC1,MOYAFQVGZZPNRA-UHFFFAOYSA-N,136.23,2.8,0,0,0,0,Active,CC1=CCC(=C(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CBA0>,136.238,3.453000000000002,0,0,0,TRUE,FALSE
THYMOL,Shoot,CID_6989,CC1=CC(=C(C=C1)C(C)C)O,MGSRCZKZVOBKFT-UHFFFAOYSA-N,150.22,3.3,1,1,1,20.2,Active,Cc1ccc(C(C)C)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CC10>,150.221,2.824020000000001,20.23,1,1,TRUE,FALSE
TRANS-PINOCARVEOL,Shoot,CID_88302,CC1([C@@H]2C[C@H]1C(=C)[C@H](C2)O)C,LCYXQUJDODZYIJ-VGMNWLOBSA-N,152.23,1.8,1,1,0,20.2,Active,C=C1[C@@H](O)C[C@H]2C[C@@H]1C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CC80>,152.237,1.9695,20.23,1,1,TRUE,FALSE
"1,8-CINEOLE",Plant,CID_2758,CC1(C2CCC(O1)(CC2)C)C,WEEGYLXZBRQIMU-UHFFFAOYSA-N,154.25,2.5,0,1,0,9.2,Active,CC12CCC(CC1)C(C)(C)O2,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CCF0>,154.253,2.7441000000000013,9.23,0,1,TRUE,FALSE
"1,8-CINEOLE",Shoot,CID_2758,CC1(C2CCC(O1)(CC2)C)C,WEEGYLXZBRQIMU-UHFFFAOYSA-N,154.25,2.5,0,1,0,9.2,Active,CC12CCC(CC1)C(C)(C)O2,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CD60>,154.253,2.7441000000000013,9.23,0,1,TRUE,FALSE
1-OCTEN-3-OL,Plant,CID_18827,CCCCCC(C=C)O,VSMOENVRRABVKN-UHFFFAOYSA-N,128.21,2.6,1,1,5,20.2,Active,C=CC(O)CCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CDD0>,128.215,2.1136,20.23,1,1,TRUE,FALSE
1-OCTEN-3-YL-ACETATE,Plant,CID_17121,CCCCCC(C=C)OC(=O)C,DOJDQRFOTHOBEK-UHFFFAOYSA-N,170.25,3.1,0,2,7,26.3,Active,C=CC(CCCCC)OC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CE40>,170.25199999999998,2.684400000000001,26.3,0,2,TRUE,FALSE
3-CARENE,Shoot,CID_26049,CC1=CCC2C(C1)C2(C)C,BQOFWKZOCNGFEC-UHFFFAOYSA-N,136.23,2.8,0,0,0,0,Active,CC1=CCC2C(C1)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CEB0>,136.238,2.9987000000000013,0,0,0,TRUE,FALSE
3-OCTANOL,Plant,CID_11527,CCCCCC(CC)O,NMRPBPVERJPACX-UHFFFAOYSA-N,130.23,2.8,1,1,5,20.2,Active,CCCCCC(O)CC,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CF20>,130.23099999999997,2.3376,20.23,1,1,TRUE,FALSE
"4,5-DIMETHYL-2-ETHYLPHENOL",Shoot,CID_247477,CCC1=C(C=C(C(=C1)C)C)O,ZUDAICPAUJSPHK-UHFFFAOYSA-N,150.22,3.1,1,1,1,20.2,Active,CCc1cc(C)c(C)cc1O,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7CF90>,150.22099999999998,2.5714400000000013,20.23,1,1,TRUE,FALSE
ALLO-AROMADENDRENE,Plant,CID_42608158,C[C@@H]1CC[C@H]2[C@@H]1C3C(C3(C)C)CCC2=C,ITYNGVSTWVVPIC-LRUBOHGLSA-N,204.35,4.7,0,0,0,0,Active,C=C1CCC2C([C@@H]3[C@H](C)CC[C@H]13)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D000>,204.35699999999994,4.270900000000004,0,0,0,TRUE,FALSE
ALPHA-CUBEBENE,Shoot,CID_442359,C[C@@H]1CC[C@H]([C@H]2[C@]13[C@@H]2C(=CC3)C)C(C)C,XUEHVOLRMXNRKQ-KHMAMNHCSA-N,204.35,4.5,0,0,1,0,Active,CC1=CC[C@@]23[C@@H]([C@@H]12)[C@H](C(C)C)CC[C@H]3C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D0E0>,204.35699999999994,4.270900000000004,0,0,0,TRUE,FALSE
ALPHA-ELEMOL,Shoot,CID_92138,CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,GFJIQNADMLPFOW-VNHYZAJKSA-N,222.37,4.4,1,1,3,20.2,Active,C=C[C@]1(C)CC[C@@H](C(C)(C)O)C[C@H]1C(=C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D150>,222.37199999999996,3.942000000000003,20.23,1,1,TRUE,FALSE
ALPHA-PHELLANDRENE,Shoot,CID_7460,CC1=CCC(C=C1)C(C)C,OGLDWXZKYODSOB-UHFFFAOYSA-N,136.23,3.2,0,0,1,0,Active,CC1=CCC(C(C)C)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D310>,136.238,3.1648000000000023,0,0,0,TRUE,FALSE
ALPHA-PHELLANDRENE,Plant,CID_7460,CC1=CCC(C=C1)C(C)C,OGLDWXZKYODSOB-UHFFFAOYSA-N,136.23,3.2,0,0,1,0,Active,CC1=CCC(C(C)C)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D380>,136.238,3.1648000000000023,0,0,0,TRUE,FALSE
ALPHA-PINENE,Shoot,CID_6654,CC1=CCC2CC1C2(C)C,GRWFGVWFFZKLTI-UHFFFAOYSA-N,136.23,2.8,0,0,0,0,Active,CC1=CCC2CC1C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D3F0>,136.238,2.9987000000000013,0,0,0,TRUE,FALSE
ALPHA-PINENE,Plant,CID_6654,CC1=CCC2CC1C2(C)C,GRWFGVWFFZKLTI-UHFFFAOYSA-N,136.23,2.8,0,0,0,0,Active,CC1=CCC2CC1C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D460>,136.238,2.9987000000000013,0,0,0,TRUE,FALSE
ALPHA-TERPINENE,Plant,CID_7462,CC1=CC=C(CC1)C(C)C,YHQGMYUVUMAZJR-UHFFFAOYSA-N,136.23,2.8,0,0,1,0,Active,CC1=CC=C(C(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D4D0>,136.238,3.308900000000002,0,0,0,TRUE,FALSE
ALPHA-TERPINENE,Shoot,CID_7462,CC1=CC=C(CC1)C(C)C,YHQGMYUVUMAZJR-UHFFFAOYSA-N,136.23,2.8,0,0,1,0,Active,CC1=CC=C(C(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D540>,136.238,3.308900000000002,0,0,0,TRUE,FALSE
ALPHA-TERPINEOL,Shoot,CID_17100,CC1=CCC(CC1)C(C)(C)O,WUOACPNHFRMFPN-UHFFFAOYSA-N,154.25,1.8,1,1,1,20.2,Active,CC1=CCC(C(C)(C)O)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D5B0>,154.25299999999996,2.503700000000001,20.23,1,1,TRUE,FALSE
ALPHA-TERPINEOL,Plant,CID_17100,CC1=CCC(CC1)C(C)(C)O,WUOACPNHFRMFPN-UHFFFAOYSA-N,154.25,1.8,1,1,1,20.2,Active,CC1=CCC(C(C)(C)O)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D620>,154.25299999999996,2.503700000000001,20.23,1,1,TRUE,FALSE
ALPHA-THUJENE,Plant,CID_17868,CC1=CCC2(C1C2)C(C)C,KQAZVFVOEIRWHN-UHFFFAOYSA-N,136.23,2.8,0,0,1,0,Active,CC1=CCC2(C(C)C)CC12,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D690>,136.238,2.9987000000000013,0,0,0,TRUE,FALSE
ALPHA-THUJONE,Shoot,CID_261491,C[C@@H]1[C@H]2C[C@]2(CC1=O)C(C)C,USMNOWBWPHYOEA-MRTMQBJTSA-N,152.23,2.3,0,1,1,17.1,Active,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D700>,152.23699999999997,2.2576,17.07,0,1,TRUE,FALSE
AROMADENDRENE,Plant,CID_11095734,C[C@@H]1CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C,ITYNGVSTWVVPIC-XVIXHAIJSA-N,204.35,4.7,0,0,0,0,Active,C=C1CC[C@@H]2[C@H]([C@@H]3[C@H](C)CC[C@@H]13)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D770>,204.35699999999994,4.270900000000004,0,0,0,TRUE,FALSE
BETA-BERGAMOTENE,Shoot,CID_6427473,CC(=CCCC1([C@H]2CCC(=C)[C@@H]1C2)C)C,DGZBGCMPRYFWFF-ZYOSVBKOSA-N,204.35,5.1,0,0,3,0,Active,C=C1CC[C@H]2C[C@@H]1C2(C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D850>,204.35699999999994,4.7252000000000045,0,0,0,TRUE,FALSE
BETA-CUBEBENE,Shoot,CID_93081,C[C@@H]1CC[C@H]([C@H]2[C@]13[C@@H]2C(=C)CC3)C(C)C,FSRZGYRCMPZNJF-KHMAMNHCSA-N,204.35,4.7,0,0,1,0,Active,C=C1CC[C@@]23[C@@H]([C@@H]12)[C@H](C(C)C)CC[C@H]3C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7D9A0>,204.35699999999994,4.270900000000004,0,0,0,TRUE,FALSE
BETA-PHELLANDRENE,Shoot,CID_11142,CC(C)C1CCC(=C)C=C1,LFJQCDVYDGGFCH-UHFFFAOYSA-N,136.23,3.4,0,0,1,0,Active,C=C1C=CC(C(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DA10>,136.23799999999997,3.1648000000000023,0,0,0,TRUE,FALSE
BETA-PHELLANDRENE,Plant,CID_11142,CC(C)C1CCC(=C)C=C1,LFJQCDVYDGGFCH-UHFFFAOYSA-N,136.23,3.4,0,0,1,0,Active,C=C1C=CC(C(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DA80>,136.23799999999997,3.1648000000000023,0,0,0,TRUE,FALSE
BETA-PINENE,Shoot,CID_14896,CC1(C2CCC(=C)C1C2)C,WTARULDDTDQWMU-UHFFFAOYSA-N,136.23,3.1,0,0,0,0,Active,C=C1CCC2CC1C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DAF0>,136.23799999999997,2.9987000000000013,0,0,0,TRUE,FALSE
BETA-PINENE,Plant,CID_14896,CC1(C2CCC(=C)C1C2)C,WTARULDDTDQWMU-UHFFFAOYSA-N,136.23,3.1,0,0,0,0,Active,C=C1CCC2CC1C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DB60>,136.23799999999997,2.9987000000000013,0,0,0,TRUE,FALSE
BETA-TERPINENE,Shoot,CID_66841,CC(C)C1=CCC(=C)CC1,SCWPFSIZUZUCCE-UHFFFAOYSA-N,136.23,2.8,0,0,1,0,Active,C=C1CC=C(C(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DBD0>,136.23799999999997,3.308900000000002,0,0,0,TRUE,FALSE
BETA-TERPINEOL,Shoot,CID_8748,CC(=C)C1CCC(CC1)(C)O,RUJPNZNXGCHGID-UHFFFAOYSA-N,154.25,2.5,1,1,1,20.2,Active,C=C(C)C1CCC(C)(O)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DC40>,154.25299999999996,2.503700000000001,20.23,1,1,TRUE,FALSE
BETA-THUJONE,Shoot,CID_91456,C[C@H]1[C@H]2C[C@]2(CC1=O)C(C)C,USMNOWBWPHYOEA-XKSSXDPKSA-N,152.23,2.3,0,1,1,17.1,Active,CC(C)[C@]12CC(=O)[C@@H](C)[C@H]1C2,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DCB0>,152.23699999999997,2.2576,17.07,0,1,TRUE,FALSE
BORNEOL,Shoot,CID_6552009,C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O,DTGKSKDOIYIVQL-WEDXCCLWSA-N,154.25,2.7,1,1,0,20.2,Active,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DD20>,154.253,2.1935000000000002,20.23,1,1,TRUE,FALSE
BORNEOL,Plant,CID_6552009,C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O,DTGKSKDOIYIVQL-WEDXCCLWSA-N,154.25,2.7,1,1,0,20.2,Active,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DD90>,154.253,2.1935000000000002,20.23,1,1,TRUE,FALSE
BORNYL-ACETATE,Shoot,CID_247573,CC(=O)O[C@H]1C[C@H]2CC[C@]1(C2(C)C)C,KGEKLUUHTZCSIP-JFGNBEQYSA-N,196.29,3.3,0,2,2,26.3,Active,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DE00>,196.29,2.7643000000000013,26.3,0,2,TRUE,FALSE
BORNYL-ACETATE,Plant,CID_247573,CC(=O)O[C@H]1C[C@H]2CC[C@]1(C2(C)C)C,KGEKLUUHTZCSIP-JFGNBEQYSA-N,196.29,3.3,0,2,2,26.3,Active,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DE70>,196.29,2.7643000000000013,26.3,0,2,TRUE,FALSE
CAMPHENE,Shoot,CID_6616,CC1(C2CCC(C2)C1=C)C,CRPUJAZIXJMDBK-UHFFFAOYSA-N,136.23,3.3,0,0,0,0,Active,C=C1C2CCC(C2)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DEE0>,136.238,2.9987000000000013,0,0,0,TRUE,FALSE
CAMPHENE,Plant,CID_6616,CC1(C2CCC(C2)C1=C)C,CRPUJAZIXJMDBK-UHFFFAOYSA-N,136.23,3.3,0,0,0,0,Active,C=C1C2CCC(C2)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DF50>,136.238,2.9987000000000013,0,0,0,TRUE,FALSE
CAMPHOR,Shoot,CID_2537,CC1(C2CCC1(C(=O)C2)C)C,DSSYKIVIOFKYAU-UHFFFAOYSA-N,152.23,2.2,0,1,0,17.1,Active,CC12CCC(CC1=O)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7DFC0>,152.237,2.401700000000001,17.07,0,1,TRUE,FALSE
CAMPHOR,Plant,CID_2537,CC1(C2CCC1(C(=O)C2)C)C,DSSYKIVIOFKYAU-UHFFFAOYSA-N,152.23,2.2,0,1,0,17.1,Active,CC12CCC(CC1=O)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7E030>,152.237,2.401700000000001,17.07,0,1,TRUE,FALSE
CARVACROL,Shoot,CID_10364,CC1=C(C=C(C=C1)C(C)C)O,RECUKUPTGUEGMW-UHFFFAOYSA-N,150.22,3.1,1,1,1,20.2,Active,Cc1ccc(C(C)C)cc1O,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7E0A0>,150.221,2.8240200000000013,20.23,1,1,TRUE,FALSE
CARVACROL,Plant,CID_10364,CC1=C(C=C(C=C1)C(C)C)O,RECUKUPTGUEGMW-UHFFFAOYSA-N,150.22,3.1,1,1,1,20.2,Active,Cc1ccc(C(C)C)cc1O,<rdkit.Chem.rdchem.Mol object at 0x000001715DC7E110>,150.221,2.8240200000000013,20.23,1,1,TRUE,FALSE
